"Project ID","Cancer Type","Data Source","Accession No.",Country,"Sample ID","Sample Type","Construction Protocol","Transcriptome Analysis","Metabolic Profile"
LUAD-096,"Lung Adenocarcinoma","NCBI (SRA)",PRJNA1055415,USA,LUAD-096-24-1A,Tumour,"10X Genomics","<img src=""/cancerscem/img/transcriptome-analysis-icon.png"" class=""image-icon"">","<img src=""/cancerscem/img/metabolic-profile-icon.png"" class=""image-icon"">"
LUAD-096,"Lung Adenocarcinoma","NCBI (SRA)",PRJNA1055415,USA,LUAD-096-25-1A,Tumour,"10X Genomics","<img src=""/cancerscem/img/transcriptome-analysis-icon.png"" class=""image-icon"">","<img src=""/cancerscem/img/metabolic-profile-icon.png"" class=""image-icon"">"
LUAD-096,"Lung Adenocarcinoma","NCBI (SRA)",PRJNA1055415,USA,LUAD-096-26-1A,Tumour,"10X Genomics","<img src=""/cancerscem/img/transcriptome-analysis-icon.png"" class=""image-icon"">","<img src=""/cancerscem/img/metabolic-profile-icon.png"" class=""image-icon"">"
LUAD-096,"Lung Adenocarcinoma","NCBI (SRA)",PRJNA1055415,USA,LUAD-096-27-1A,Tumour,"10X Genomics","<img src=""/cancerscem/img/transcriptome-analysis-icon.png"" class=""image-icon"">","<img src=""/cancerscem/img/metabolic-profile-icon.png"" class=""image-icon"">"
LUAD-096,"Lung Adenocarcinoma","NCBI (SRA)",PRJNA1055415,USA,LUAD-096-28-1A,Tumour,"10X Genomics","<img src=""/cancerscem/img/transcriptome-analysis-icon.png"" class=""image-icon"">","<img src=""/cancerscem/img/metabolic-profile-icon.png"" class=""image-icon"">"
LUAD-096,"Lung Adenocarcinoma","NCBI (SRA)",PRJNA1055415,USA,LUAD-096-29-1A,Tumour,"10X Genomics","<img src=""/cancerscem/img/transcriptome-analysis-icon.png"" class=""image-icon"">","<img src=""/cancerscem/img/metabolic-profile-icon.png"" class=""image-icon"">"
LUAD-096,"Lung Adenocarcinoma","NCBI (SRA)",PRJNA1055415,USA,LUAD-096-30-1A,Tumour,"10X Genomics","<img src=""/cancerscem/img/transcriptome-analysis-icon.png"" class=""image-icon"">","<img src=""/cancerscem/img/metabolic-profile-icon.png"" class=""image-icon"">"
LUAD-096,"Lung Adenocarcinoma","NCBI (SRA)",PRJNA1055415,USA,LUAD-096-31-1A,Tumour,"10X Genomics","<img src=""/cancerscem/img/transcriptome-analysis-icon.png"" class=""image-icon"">","<img src=""/cancerscem/img/metabolic-profile-icon.png"" class=""image-icon"">"
LUAD-096,"Lung Adenocarcinoma","NCBI (SRA)",PRJNA1055415,USA,LUAD-096-32-1A,Tumour,"10X Genomics","<img src=""/cancerscem/img/transcriptome-analysis-icon.png"" class=""image-icon"">","<img src=""/cancerscem/img/metabolic-profile-icon.png"" class=""image-icon"">"
LUAD-096,"Lung Adenocarcinoma","NCBI (SRA)",PRJNA1055415,USA,LUAD-096-33-1A,Tumour,"10X Genomics","<img src=""/cancerscem/img/transcriptome-analysis-icon.png"" class=""image-icon"">","<img src=""/cancerscem/img/metabolic-profile-icon.png"" class=""image-icon"">"
LUAD-096,"Lung Adenocarcinoma","NCBI (SRA)",PRJNA1055415,USA,LUAD-096-34-1A,Tumour,"10X Genomics","<img src=""/cancerscem/img/transcriptome-analysis-icon.png"" class=""image-icon"">","<img src=""/cancerscem/img/metabolic-profile-icon.png"" class=""image-icon"">"
LUAD-096,"Lung Adenocarcinoma","NCBI (SRA)",PRJNA1055415,USA,LUAD-096-35-1A,Tumour,"10X Genomics","<img src=""/cancerscem/img/transcriptome-analysis-icon.png"" class=""image-icon"">","<img src=""/cancerscem/img/metabolic-profile-icon.png"" class=""image-icon"">"
LUAD-096,"Lung Adenocarcinoma","NCBI (SRA)",PRJNA1055415,USA,LUAD-096-36-1A,Tumour,"10X Genomics","<img src=""/cancerscem/img/transcriptome-analysis-icon.png"" class=""image-icon"">","<img src=""/cancerscem/img/metabolic-profile-icon.png"" class=""image-icon"">"
LUAD-096,"Lung Adenocarcinoma","NCBI (SRA)",PRJNA1055415,USA,LUAD-096-37-1A,Tumour,"10X Genomics","<img src=""/cancerscem/img/transcriptome-analysis-icon.png"" class=""image-icon"">","<img src=""/cancerscem/img/metabolic-profile-icon.png"" class=""image-icon"">"
LUAD-096,"Lung Adenocarcinoma","NCBI (SRA)",PRJNA1055415,USA,LUAD-096-38-1A,Tumour,"10X Genomics","<img src=""/cancerscem/img/transcriptome-analysis-icon.png"" class=""image-icon"">","<img src=""/cancerscem/img/metabolic-profile-icon.png"" class=""image-icon"">"
LUAD-096,"Lung Adenocarcinoma","NCBI (SRA)",PRJNA1055415,USA,LUAD-096-39-1A,Tumour,"10X Genomics","<img src=""/cancerscem/img/transcriptome-analysis-icon.png"" class=""image-icon"">","<img src=""/cancerscem/img/metabolic-profile-icon.png"" class=""image-icon"">"
LUAD-096,"Lung Adenocarcinoma","NCBI (SRA)",PRJNA1055415,USA,LUAD-096-40-1A,Tumour,"10X Genomics","<img src=""/cancerscem/img/transcriptome-analysis-icon.png"" class=""image-icon"">","<img src=""/cancerscem/img/metabolic-profile-icon.png"" class=""image-icon"">"
LUAD-096,"Lung Adenocarcinoma","NCBI (SRA)",PRJNA1055415,USA,LUAD-096-41-1A,Tumour,"10X Genomics","<img src=""/cancerscem/img/transcriptome-analysis-icon.png"" class=""image-icon"">","<img src=""/cancerscem/img/metabolic-profile-icon.png"" class=""image-icon"">"
LUAD-096,"Lung Adenocarcinoma","NCBI (SRA)",PRJNA1055415,USA,LUAD-096-42-1A,Tumour,"10X Genomics","<img src=""/cancerscem/img/transcriptome-analysis-icon.png"" class=""image-icon"">","<img src=""/cancerscem/img/metabolic-profile-icon.png"" class=""image-icon"">"
LUAD-096,"Lung Adenocarcinoma","NCBI (SRA)",PRJNA1055415,USA,LUAD-096-43-1A,Tumour,"10X Genomics","<img src=""/cancerscem/img/transcriptome-analysis-icon.png"" class=""image-icon"">","<img src=""/cancerscem/img/metabolic-profile-icon.png"" class=""image-icon"">"
LUAD-096,"Lung Adenocarcinoma","NCBI (SRA)",PRJNA1055415,USA,LUAD-096-44-1A,Tumour,"10X Genomics","<img src=""/cancerscem/img/transcriptome-analysis-icon.png"" class=""image-icon"">","<img src=""/cancerscem/img/metabolic-profile-icon.png"" class=""image-icon"">"
LUAD-096,"Lung Adenocarcinoma","NCBI (SRA)",PRJNA1055415,USA,LUAD-096-45-1A,Tumour,"10X Genomics","<img src=""/cancerscem/img/transcriptome-analysis-icon.png"" class=""image-icon"">","<img src=""/cancerscem/img/metabolic-profile-icon.png"" class=""image-icon"">"
LUAD-096,"Lung Adenocarcinoma","NCBI (SRA)",PRJNA1055415,USA,LUAD-096-46-1A,Tumour,"10X Genomics","<img src=""/cancerscem/img/transcriptome-analysis-icon.png"" class=""image-icon"">","<img src=""/cancerscem/img/metabolic-profile-icon.png"" class=""image-icon"">"
LUAD-096,"Lung Adenocarcinoma","NCBI (SRA)",PRJNA1055415,USA,LUAD-096-47-1A,Tumour,"10X Genomics","<img src=""/cancerscem/img/transcriptome-analysis-icon.png"" class=""image-icon"">","<img src=""/cancerscem/img/metabolic-profile-icon.png"" class=""image-icon"">"
LUAD-096,"Lung Adenocarcinoma","NCBI (SRA)",PRJNA1055415,USA,LUAD-096-48-1A,Tumour,"10X Genomics","<img src=""/cancerscem/img/transcriptome-analysis-icon.png"" class=""image-icon"">","<img src=""/cancerscem/img/metabolic-profile-icon.png"" class=""image-icon"">"
LUAD-096,"Lung Adenocarcinoma","NCBI (SRA)",PRJNA1055415,USA,LUAD-096-49-1A,Tumour,"10X Genomics","<img src=""/cancerscem/img/transcriptome-analysis-icon.png"" class=""image-icon"">","<img src=""/cancerscem/img/metabolic-profile-icon.png"" class=""image-icon"">"
LUAD-096,"Lung Adenocarcinoma","NCBI (SRA)",PRJNA1055415,USA,LUAD-096-50-1A,Tumour,"10X Genomics","<img src=""/cancerscem/img/transcriptome-analysis-icon.png"" class=""image-icon"">","<img src=""/cancerscem/img/metabolic-profile-icon.png"" class=""image-icon"">"
LUAD-096,"Lung Adenocarcinoma","NCBI (SRA)",PRJNA1055415,USA,LUAD-096-51-1A,Tumour,"10X Genomics","<img src=""/cancerscem/img/transcriptome-analysis-icon.png"" class=""image-icon"">","<img src=""/cancerscem/img/metabolic-profile-icon.png"" class=""image-icon"">"
LUAD-096,"Lung Adenocarcinoma","NCBI (SRA)",PRJNA1055415,USA,LUAD-096-52-1A,Tumour,"10X Genomics","<img src=""/cancerscem/img/transcriptome-analysis-icon.png"" class=""image-icon"">","<img src=""/cancerscem/img/metabolic-profile-icon.png"" class=""image-icon"">"
LUAD-096,"Lung Adenocarcinoma","NCBI (SRA)",PRJNA1055415,USA,LUAD-096-53-1A,Tumour,"10X Genomics","<img src=""/cancerscem/img/transcriptome-analysis-icon.png"" class=""image-icon"">","<img src=""/cancerscem/img/metabolic-profile-icon.png"" class=""image-icon"">"
LUAD-096,"Lung Adenocarcinoma","NCBI (SRA)",PRJNA1055415,USA,LUAD-096-54-1A,Tumour,"10X Genomics","<img src=""/cancerscem/img/transcriptome-analysis-icon.png"" class=""image-icon"">","<img src=""/cancerscem/img/metabolic-profile-icon.png"" class=""image-icon"">"
LUAD-096,"Lung Adenocarcinoma","NCBI (SRA)",PRJNA1055415,USA,LUAD-096-55-1A,Tumour,"10X Genomics","<img src=""/cancerscem/img/transcriptome-analysis-icon.png"" class=""image-icon"">","<img src=""/cancerscem/img/metabolic-profile-icon.png"" class=""image-icon"">"
LUAD-096,"Lung Adenocarcinoma","NCBI (SRA)",PRJNA1055415,USA,LUAD-096-56-1A,Tumour,"10X Genomics","<img src=""/cancerscem/img/transcriptome-analysis-icon.png"" class=""image-icon"">","<img src=""/cancerscem/img/metabolic-profile-icon.png"" class=""image-icon"">"
LUAD-096,"Lung Adenocarcinoma","NCBI (SRA)",PRJNA1055415,USA,LUAD-096-57-1A,Normal,"10X Genomics","<img src=""/cancerscem/img/transcriptome-analysis-icon.png"" class=""image-icon"">","<img src=""/cancerscem/img/metabolic-profile-icon.png"" class=""image-icon"">"
LUAD-096,"Lung Adenocarcinoma","NCBI (SRA)",PRJNA1055415,USA,LUAD-096-58-1A,Normal,"10X Genomics","<img src=""/cancerscem/img/transcriptome-analysis-icon.png"" class=""image-icon"">","<img src=""/cancerscem/img/metabolic-profile-icon.png"" class=""image-icon"">"
LUAD-096,"Lung Adenocarcinoma","NCBI (SRA)",PRJNA1055415,USA,LUAD-096-59-1A,Normal,"10X Genomics","<img src=""/cancerscem/img/transcriptome-analysis-icon.png"" class=""image-icon"">","<img src=""/cancerscem/img/metabolic-profile-icon.png"" class=""image-icon"">"
LUAD-096,"Lung Adenocarcinoma","NCBI (SRA)",PRJNA1055415,USA,LUAD-096-60-1A,Normal,"10X Genomics","<img src=""/cancerscem/img/transcriptome-analysis-icon.png"" class=""image-icon"">","<img src=""/cancerscem/img/metabolic-profile-icon.png"" class=""image-icon"">"
LUAD-096,"Lung Adenocarcinoma","NCBI (SRA)",PRJNA1055415,USA,LUAD-096-61-1A,Normal,"10X Genomics","<img src=""/cancerscem/img/transcriptome-analysis-icon.png"" class=""image-icon"">","<img src=""/cancerscem/img/metabolic-profile-icon.png"" class=""image-icon"">"
LUAD-096,"Lung Adenocarcinoma","NCBI (SRA)",PRJNA1055415,USA,LUAD-096-62-1A,Normal,"10X Genomics","<img src=""/cancerscem/img/transcriptome-analysis-icon.png"" class=""image-icon"">","<img src=""/cancerscem/img/metabolic-profile-icon.png"" class=""image-icon"">"
LUAD-096,"Lung Adenocarcinoma","NCBI (SRA)",PRJNA1055415,USA,LUAD-096-63-1A,Normal,"10X Genomics","<img src=""/cancerscem/img/transcriptome-analysis-icon.png"" class=""image-icon"">","<img src=""/cancerscem/img/metabolic-profile-icon.png"" class=""image-icon"">"
LUAD-096,"Lung Adenocarcinoma","NCBI (SRA)",PRJNA1055415,USA,LUAD-096-64-1A,Normal,"10X Genomics","<img src=""/cancerscem/img/transcriptome-analysis-icon.png"" class=""image-icon"">","<img src=""/cancerscem/img/metabolic-profile-icon.png"" class=""image-icon"">"
LUAD-096,"Lung Adenocarcinoma","NCBI (SRA)",PRJNA1055415,USA,LUAD-096-65-1A,Normal,"10X Genomics","<img src=""/cancerscem/img/transcriptome-analysis-icon.png"" class=""image-icon"">","<img src=""/cancerscem/img/metabolic-profile-icon.png"" class=""image-icon"">"
LUAD-096,"Lung Adenocarcinoma","NCBI (SRA)",PRJNA1055415,USA,LUAD-096-66-1A,Normal,"10X Genomics","<img src=""/cancerscem/img/transcriptome-analysis-icon.png"" class=""image-icon"">","<img src=""/cancerscem/img/metabolic-profile-icon.png"" class=""image-icon"">"
LUAD-096,"Lung Adenocarcinoma","NCBI (SRA)",PRJNA1055415,USA,LUAD-096-67-1A,Normal,"10X Genomics","<img src=""/cancerscem/img/transcriptome-analysis-icon.png"" class=""image-icon"">","<img src=""/cancerscem/img/metabolic-profile-icon.png"" class=""image-icon"">"
LUAD-096,"Lung Adenocarcinoma","NCBI (SRA)",PRJNA1055415,USA,LUAD-096-68-1A,Normal,"10X Genomics","<img src=""/cancerscem/img/transcriptome-analysis-icon.png"" class=""image-icon"">","<img src=""/cancerscem/img/metabolic-profile-icon.png"" class=""image-icon"">"
LUAD-096,"Lung Adenocarcinoma","NCBI (SRA)",PRJNA1055415,USA,LUAD-096-69-1A,Normal,"10X Genomics","<img src=""/cancerscem/img/transcriptome-analysis-icon.png"" class=""image-icon"">","<img src=""/cancerscem/img/metabolic-profile-icon.png"" class=""image-icon"">"
LUAD-096,"Lung Adenocarcinoma","NCBI (SRA)",PRJNA1055415,USA,LUAD-096-70-1A,Normal,"10X Genomics","<img src=""/cancerscem/img/transcriptome-analysis-icon.png"" class=""image-icon"">","<img src=""/cancerscem/img/metabolic-profile-icon.png"" class=""image-icon"">"
LUAD-096,"Lung Adenocarcinoma","NCBI (SRA)",PRJNA1055415,USA,LUAD-096-71-1A,Normal,"10X Genomics","<img src=""/cancerscem/img/transcriptome-analysis-icon.png"" class=""image-icon"">","<img src=""/cancerscem/img/metabolic-profile-icon.png"" class=""image-icon"">"
LUAD-096,"Lung Adenocarcinoma","NCBI (SRA)",PRJNA1055415,USA,LUAD-096-72-1A,Normal,"10X Genomics","<img src=""/cancerscem/img/transcriptome-analysis-icon.png"" class=""image-icon"">","<img src=""/cancerscem/img/metabolic-profile-icon.png"" class=""image-icon"">"
LUAD-096,"Lung Adenocarcinoma","NCBI (SRA)",PRJNA1055415,USA,LUAD-096-73-1A,Normal,"10X Genomics","<img src=""/cancerscem/img/transcriptome-analysis-icon.png"" class=""image-icon"">","<img src=""/cancerscem/img/metabolic-profile-icon.png"" class=""image-icon"">"
LUAD-096,"Lung Adenocarcinoma","NCBI (SRA)",PRJNA1055415,USA,LUAD-096-74-1A,Normal,"10X Genomics","<img src=""/cancerscem/img/transcriptome-analysis-icon.png"" class=""image-icon"">","<img src=""/cancerscem/img/metabolic-profile-icon.png"" class=""image-icon"">"
LUAD-096,"Lung Adenocarcinoma","NCBI (SRA)",PRJNA1055415,USA,LUAD-096-75-1A,Normal,"10X Genomics","<img src=""/cancerscem/img/transcriptome-analysis-icon.png"" class=""image-icon"">","<img src=""/cancerscem/img/metabolic-profile-icon.png"" class=""image-icon"">"
LUAD-096,"Lung Adenocarcinoma","NCBI (SRA)",PRJNA1055415,USA,LUAD-096-76-1A,Normal,"10X Genomics","<img src=""/cancerscem/img/transcriptome-analysis-icon.png"" class=""image-icon"">","<img src=""/cancerscem/img/metabolic-profile-icon.png"" class=""image-icon"">"
LUAD-096,"Lung Adenocarcinoma","NCBI (SRA)",PRJNA1055415,USA,LUAD-096-77-1A,Normal,"10X Genomics","<img src=""/cancerscem/img/transcriptome-analysis-icon.png"" class=""image-icon"">","<img src=""/cancerscem/img/metabolic-profile-icon.png"" class=""image-icon"">"
LUAD-096,"Lung Adenocarcinoma","NCBI (SRA)",PRJNA1055415,USA,LUAD-096-78-1A,Normal,"10X Genomics","<img src=""/cancerscem/img/transcriptome-analysis-icon.png"" class=""image-icon"">","<img src=""/cancerscem/img/metabolic-profile-icon.png"" class=""image-icon"">"
LUAD-096,"Lung Adenocarcinoma","NCBI (SRA)",PRJNA1055415,USA,LUAD-096-79-1A,Normal,"10X Genomics","<img src=""/cancerscem/img/transcriptome-analysis-icon.png"" class=""image-icon"">","<img src=""/cancerscem/img/metabolic-profile-icon.png"" class=""image-icon"">"
LUAD-096,"Lung Adenocarcinoma","NCBI (SRA)",PRJNA1055415,USA,LUAD-096-80-1A,Normal,"10X Genomics","<img src=""/cancerscem/img/transcriptome-analysis-icon.png"" class=""image-icon"">","<img src=""/cancerscem/img/metabolic-profile-icon.png"" class=""image-icon"">"
LUAD-096,"Lung Adenocarcinoma","NCBI (SRA)",PRJNA1055415,USA,LUAD-096-81-1A,Normal,"10X Genomics","<img src=""/cancerscem/img/transcriptome-analysis-icon.png"" class=""image-icon"">","<img src=""/cancerscem/img/metabolic-profile-icon.png"" class=""image-icon"">"
LUAD-096,"Lung Adenocarcinoma","NCBI (SRA)",PRJNA1055415,USA,LUAD-096-82-1A,Normal,"10X Genomics","<img src=""/cancerscem/img/transcriptome-analysis-icon.png"" class=""image-icon"">","<img src=""/cancerscem/img/metabolic-profile-icon.png"" class=""image-icon"">"
LUAD-096,"Lung Adenocarcinoma","NCBI (SRA)",PRJNA1055415,USA,LUAD-096-83-1A,Normal,"10X Genomics","<img src=""/cancerscem/img/transcriptome-analysis-icon.png"" class=""image-icon"">","<img src=""/cancerscem/img/metabolic-profile-icon.png"" class=""image-icon"">"
LUAD-096,"Lung Adenocarcinoma","NCBI (SRA)",PRJNA1055415,USA,LUAD-096-84-1A,Normal,"10X Genomics","<img src=""/cancerscem/img/transcriptome-analysis-icon.png"" class=""image-icon"">","<img src=""/cancerscem/img/metabolic-profile-icon.png"" class=""image-icon"">"
LUAD-096,"Lung Adenocarcinoma","NCBI (SRA)",PRJNA1055415,USA,LUAD-096-85-1A,Normal,"10X Genomics","<img src=""/cancerscem/img/transcriptome-analysis-icon.png"" class=""image-icon"">","<img src=""/cancerscem/img/metabolic-profile-icon.png"" class=""image-icon"">"
LUAD-096,"Lung Adenocarcinoma","NCBI (SRA)",PRJNA1055415,USA,LUAD-096-86-1A,Normal,"10X Genomics","<img src=""/cancerscem/img/transcriptome-analysis-icon.png"" class=""image-icon"">","<img src=""/cancerscem/img/metabolic-profile-icon.png"" class=""image-icon"">"
LUAD-096,"Lung Adenocarcinoma","NCBI (SRA)",PRJNA1055415,USA,LUAD-096-87-1A,Normal,"10X Genomics","<img src=""/cancerscem/img/transcriptome-analysis-icon.png"" class=""image-icon"">","<img src=""/cancerscem/img/metabolic-profile-icon.png"" class=""image-icon"">"
LUAD-096,"Lung Adenocarcinoma","NCBI (SRA)",PRJNA1055415,USA,LUAD-096-88-1A,Normal,"10X Genomics","<img src=""/cancerscem/img/transcriptome-analysis-icon.png"" class=""image-icon"">","<img src=""/cancerscem/img/metabolic-profile-icon.png"" class=""image-icon"">"
LUAD-096,"Lung Adenocarcinoma","NCBI (SRA)",PRJNA1055415,USA,LUAD-096-89-1A,Normal,"10X Genomics","<img src=""/cancerscem/img/transcriptome-analysis-icon.png"" class=""image-icon"">","<img src=""/cancerscem/img/metabolic-profile-icon.png"" class=""image-icon"">"
MCC-097,"Merkel Cell Carcinoma","NCBI (GEO)",GSE118056,USA,MCC-097-01-1A,PBMC,"10X Genomics","<img src=""/cancerscem/img/transcriptome-analysis-icon.png"" class=""image-icon"">","<img src=""/cancerscem/img/metabolic-profile-icon.png"" class=""image-icon"">"
MCC-097,"Merkel Cell Carcinoma","NCBI (GEO)",GSE118056,USA,MCC-097-02-1A,PBMC,"10X Genomics","<img src=""/cancerscem/img/transcriptome-analysis-icon.png"" class=""image-icon"">","<img src=""/cancerscem/img/metabolic-profile-icon.png"" class=""image-icon"">"
RB-098,Retinoblastoma,"NCBI (GEO)",GSE166173,GBR,RB-098-01-1A,Tumour,"10X Genomics","<img src=""/cancerscem/img/transcriptome-analysis-icon.png"" class=""image-icon"">","<img src=""/cancerscem/img/metabolic-profile-icon.png"" class=""image-icon"">"
RB-098,Retinoblastoma,"NCBI (GEO)",GSE166173,GBR,RB-098-02-1A,Tumour,"10X Genomics","<img src=""/cancerscem/img/transcriptome-analysis-icon.png"" class=""image-icon"">","<img src=""/cancerscem/img/metabolic-profile-icon.png"" class=""image-icon"">"
RB-098,Retinoblastoma,"NCBI (GEO)",GSE166173,GBR,RB-098-03-1A,Normal,"10X Genomics","<img src=""/cancerscem/img/transcriptome-analysis-icon.png"" class=""image-icon"">","<img src=""/cancerscem/img/metabolic-profile-icon.png"" class=""image-icon"">"
RB-098,Retinoblastoma,"NCBI (GEO)",GSE166173,GBR,RB-098-04-1A,Normal,"10X Genomics","<img src=""/cancerscem/img/transcriptome-analysis-icon.png"" class=""image-icon"">","<img src=""/cancerscem/img/metabolic-profile-icon.png"" class=""image-icon"">"
RB-098,Retinoblastoma,"NCBI (GEO)",GSE166173,GBR,RB-098-05-1A,Normal,"10X Genomics","<img src=""/cancerscem/img/transcriptome-analysis-icon.png"" class=""image-icon"">","<img src=""/cancerscem/img/metabolic-profile-icon.png"" class=""image-icon"">"
RB-098,Retinoblastoma,"NCBI (GEO)",GSE166173,GBR,RB-098-06-1A,Normal,"10X Genomics","<img src=""/cancerscem/img/transcriptome-analysis-icon.png"" class=""image-icon"">","<img src=""/cancerscem/img/metabolic-profile-icon.png"" class=""image-icon"">"
RB-098,Retinoblastoma,"NCBI (GEO)",GSE166173,GBR,RB-098-07-1A,Normal,"10X Genomics","<img src=""/cancerscem/img/transcriptome-analysis-icon.png"" class=""image-icon"">","<img src=""/cancerscem/img/metabolic-profile-icon.png"" class=""image-icon"">"
RB-098,Retinoblastoma,"NCBI (GEO)",GSE166173,GBR,RB-098-08-1A,Normal,"10X Genomics","<img src=""/cancerscem/img/transcriptome-analysis-icon.png"" class=""image-icon"">","<img src=""/cancerscem/img/metabolic-profile-icon.png"" class=""image-icon"">"
RB-098,Retinoblastoma,"NCBI (GEO)",GSE166173,GBR,RB-098-09-1A,Normal,"10X Genomics","<img src=""/cancerscem/img/transcriptome-analysis-icon.png"" class=""image-icon"">","<img src=""/cancerscem/img/metabolic-profile-icon.png"" class=""image-icon"">"
RB-098,Retinoblastoma,"NCBI (GEO)",GSE166173,GBR,RB-098-10-1A,Normal,"10X Genomics","<img src=""/cancerscem/img/transcriptome-analysis-icon.png"" class=""image-icon"">","<img src=""/cancerscem/img/metabolic-profile-icon.png"" class=""image-icon"">"
RB-098,Retinoblastoma,"NCBI (GEO)",GSE166173,GBR,RB-098-11-1A,Normal,"10X Genomics","<img src=""/cancerscem/img/transcriptome-analysis-icon.png"" class=""image-icon"">","<img src=""/cancerscem/img/metabolic-profile-icon.png"" class=""image-icon"">"
RB-098,Retinoblastoma,"NCBI (GEO)",GSE166173,GBR,RB-098-12-1A,Normal,"10X Genomics","<img src=""/cancerscem/img/transcriptome-analysis-icon.png"" class=""image-icon"">","<img src=""/cancerscem/img/metabolic-profile-icon.png"" class=""image-icon"">"
RB-098,Retinoblastoma,"NCBI (GEO)",GSE166173,GBR,RB-098-13-1A,Normal,"10X Genomics","<img src=""/cancerscem/img/transcriptome-analysis-icon.png"" class=""image-icon"">","<img src=""/cancerscem/img/metabolic-profile-icon.png"" class=""image-icon"">"
SCCIS-099,"Squamous Cell Carcinoma in Situ","NCBI (GEO)",GSE193304,CHN,SCCIS-099-01-1A,Tumour,"10X Genomics","<img src=""/cancerscem/img/transcriptome-analysis-icon.png"" class=""image-icon"">","<img src=""/cancerscem/img/metabolic-profile-icon.png"" class=""image-icon"">"
cSCC-099,"Cutaneous Squamous Cell Carcinoma","NCBI (GEO)",GSE193304,CHN,cSCC-099-01-1A,Tumour,"10X Genomics","<img src=""/cancerscem/img/transcriptome-analysis-icon.png"" class=""image-icon"">","<img src=""/cancerscem/img/metabolic-profile-icon.png"" class=""image-icon"">"
AK-099,"Actinic Keratosis","NCBI (GEO)",GSE193304,CHN,AK-099-01-1A,Normal,"10X Genomics","<img src=""/cancerscem/img/transcriptome-analysis-icon.png"" class=""image-icon"">","<img src=""/cancerscem/img/metabolic-profile-icon.png"" class=""image-icon"">"
cSCC-099,"Cutaneous Squamous Cell Carcinoma","NCBI (GEO)",GSE193304,CHN,cSCC-099-02-1A,Tumour,"10X Genomics","<img src=""/cancerscem/img/transcriptome-analysis-icon.png"" class=""image-icon"">","<img src=""/cancerscem/img/metabolic-profile-icon.png"" class=""image-icon"">"
SCCIS-099,"Squamous Cell Carcinoma in Situ","NCBI (GEO)",GSE193304,CHN,SCCIS-099-02-1A,Normal,"10X Genomics","<img src=""/cancerscem/img/transcriptome-analysis-icon.png"" class=""image-icon"">","<img src=""/cancerscem/img/metabolic-profile-icon.png"" class=""image-icon"">"
AK-099,"Actinic Keratosis","NCBI (GEO)",GSE193304,CHN,AK-099-02-1A,Normal,"10X Genomics","<img src=""/cancerscem/img/transcriptome-analysis-icon.png"" class=""image-icon"">","<img src=""/cancerscem/img/metabolic-profile-icon.png"" class=""image-icon"">"
cSCC-099,"Cutaneous Squamous Cell Carcinoma","NCBI (GEO)",GSE193304,CHN,cSCC-099-03-1A,Tumour,"10X Genomics","<img src=""/cancerscem/img/transcriptome-analysis-icon.png"" class=""image-icon"">","<img src=""/cancerscem/img/metabolic-profile-icon.png"" class=""image-icon"">"
cSCC-099,"Cutaneous Squamous Cell Carcinoma","NCBI (GEO)",GSE193304,CHN,cSCC-099-04-1A,Normal,"10X Genomics","<img src=""/cancerscem/img/transcriptome-analysis-icon.png"" class=""image-icon"">","<img src=""/cancerscem/img/metabolic-profile-icon.png"" class=""image-icon"">"
cSCC-099,"Cutaneous Squamous Cell Carcinoma","NCBI (GEO)",GSE193304,CHN,cSCC-099-05-1A,Normal,"10X Genomics","<img src=""/cancerscem/img/transcriptome-analysis-icon.png"" class=""image-icon"">","<img src=""/cancerscem/img/metabolic-profile-icon.png"" class=""image-icon"">"
cSCC-099,"Cutaneous Squamous Cell Carcinoma","NCBI (GEO)",GSE193304,CHN,cSCC-099-06-1A,Normal,"10X Genomics","<img src=""/cancerscem/img/transcriptome-analysis-icon.png"" class=""image-icon"">","<img src=""/cancerscem/img/metabolic-profile-icon.png"" class=""image-icon"">"
SKCM-100,Melanoma,"NCBI (GEO)",GSE199994,CAN,SKCM-100-01-1A,PBMC,"10X Genomics","<img src=""/cancerscem/img/transcriptome-analysis-icon.png"" class=""image-icon"">","<img src=""/cancerscem/img/metabolic-profile-icon.png"" class=""image-icon"">"
SKCM-100,Melanoma,"NCBI (GEO)",GSE199994,CAN,SKCM-100-02-1A,PBMC,"10X Genomics","<img src=""/cancerscem/img/transcriptome-analysis-icon.png"" class=""image-icon"">","<img src=""/cancerscem/img/metabolic-profile-icon.png"" class=""image-icon"">"
SKCM-100,Melanoma,"NCBI (GEO)",GSE199994,CAN,SKCM-100-03-1A,PBMC,"10X Genomics","<img src=""/cancerscem/img/transcriptome-analysis-icon.png"" class=""image-icon"">","<img src=""/cancerscem/img/metabolic-profile-icon.png"" class=""image-icon"">"
SKCM-100,Melanoma,"NCBI (GEO)",GSE199994,CAN,SKCM-100-04-1A,PBMC,"10X Genomics","<img src=""/cancerscem/img/transcriptome-analysis-icon.png"" class=""image-icon"">","<img src=""/cancerscem/img/metabolic-profile-icon.png"" class=""image-icon"">"
SKCM-100,Melanoma,"NCBI (GEO)",GSE199994,CAN,SKCM-100-05-1A,PBMC,"10X Genomics","<img src=""/cancerscem/img/transcriptome-analysis-icon.png"" class=""image-icon"">","<img src=""/cancerscem/img/metabolic-profile-icon.png"" class=""image-icon"">"
