Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,BioSampleModel,Bytes,Center Name,Collection_Date,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,env_broad_scale,env_local_scale,env_medium,Experiment,geo_loc_name_country,geo_loc_name_country_continent,geo_loc_name,HOST,Instrument,lat_lon,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,create_date,version,Sample Name,Specimen_Name,SRA Study
SRR24707657,AMPLICON,598,44764538,PRJNA975142,SAMN35310471,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-vaginal",23585959,FRED HUTCH,missing,public,"fastq,sra,run.zq","gs,s3,ncbi","gs.us-east1,ncbi.public,s3.us-east-1",not applicable,not applicable,not applicable,SRX20486163,USA,North America,"USA: Seattle\, WA",Homo sapiens,Illumina MiSeq,not collected,m80n704-s515,PAIRED,PCR,METAGENOMIC,human vaginal metagenome,ILLUMINA,2023-11-14T00:00:00Z,2023-05-23T17:11:00Z,1,m80n704-s515,7972CHA-Port2,SRP438987
SRR24707658,AMPLICON,599,25380959,PRJNA975142,SAMN35310470,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-vaginal",13483829,FRED HUTCH,missing,public,"sra,run.zq,fastq","s3,ncbi,gs","ncbi.public,gs.us-east1,s3.us-east-1",not applicable,not applicable,not applicable,SRX20486162,USA,North America,"USA: Seattle\, WA",Homo sapiens,Illumina MiSeq,not collected,m80n704-s513,PAIRED,PCR,METAGENOMIC,human vaginal metagenome,ILLUMINA,2023-11-14T00:00:00Z,2023-05-23T17:11:00Z,1,m80n704-s513,7972CHA-Port1,SRP438987
SRR24707666,AMPLICON,598,26948089,PRJNA975142,SAMN35310463,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-vaginal",15313976,FRED HUTCH,missing,public,"run.zq,sra,fastq","ncbi,gs,s3","gs.us-east1,ncbi.public,s3.us-east-1",not applicable,not applicable,not applicable,SRX20486154,USA,North America,"USA: Seattle\, WA",Homo sapiens,Illumina MiSeq,not collected,m80n703-s522,PAIRED,PCR,METAGENOMIC,human vaginal metagenome,ILLUMINA,2023-11-14T00:00:00Z,2023-05-23T17:11:00Z,1,m80n703-s522,7961BON-Port2,SRP438987
SRR24707667,AMPLICON,598,13385550,PRJNA975142,SAMN35310462,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-vaginal",7882835,FRED HUTCH,missing,public,"run.zq,sra,fastq","ncbi,s3,gs","ncbi.public,gs.us-east1,s3.us-east-1",not applicable,not applicable,not applicable,SRX20486153,USA,North America,"USA: Seattle\, WA",Homo sapiens,Illumina MiSeq,not collected,m80n703-s521,PAIRED,PCR,METAGENOMIC,human vaginal metagenome,ILLUMINA,2023-11-14T00:00:00Z,2023-05-23T17:11:00Z,1,m80n703-s521,7961BON-Port1,SRP438987
SRR24707669,AMPLICON,596,19376765,PRJNA975142,SAMN35310460,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-vaginal",10940059,FRED HUTCH,missing,public,"sra,run.zq,fastq","s3,ncbi,gs","s3.us-east-1,gs.us-east1,ncbi.public",not applicable,not applicable,not applicable,SRX20486151,USA,North America,"USA: Seattle\, WA",Homo sapiens,Illumina MiSeq,not collected,m80n703-s515,PAIRED,PCR,METAGENOMIC,human vaginal metagenome,ILLUMINA,2023-11-14T00:00:00Z,2023-05-23T17:11:00Z,1,m80n703-s515,5472MIL-Port1,SRP438987
SRR24707687,AMPLICON,594,12246132,PRJNA975142,SAMN35310336,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-vaginal",7294865,FRED HUTCH,missing,public,"fastq,sra,run.zq","s3,ncbi,gs","ncbi.public,s3.us-east-1,gs.us-east1",not applicable,not applicable,not applicable,SRX20486133,USA,North America,"USA: Seattle\, WA",Homo sapiens,Illumina MiSeq,not collected,m69n722-s517,PAIRED,PCR,METAGENOMIC,human vaginal metagenome,ILLUMINA,2023-11-14T00:00:00Z,2023-05-23T17:11:00Z,1,m69n722-s517,8631WIL-LOV,SRP438987
SRR24707706,AMPLICON,589,25444801,PRJNA975142,SAMN35310254,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-vaginal",13332149,FRED HUTCH,missing,public,"run.zq,sra,fastq","ncbi,s3,gs","s3.us-east-1,gs.us-east1,ncbi.public",not applicable,not applicable,not applicable,SRX20486114,USA,North America,"USA: Seattle\, WA",Homo sapiens,Illumina MiSeq,not collected,m69n716-s511,PAIRED,PCR,METAGENOMIC,human vaginal metagenome,ILLUMINA,2023-11-14T00:00:00Z,2023-05-23T17:11:00Z,1,m69n716-s511,3661AND-PG,SRP438987
SRR24707711,AMPLICON,592,20134641,PRJNA975142,SAMN35310249,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-vaginal",10985540,FRED HUTCH,missing,public,"sra,fastq,run.zq","gs,ncbi,s3","gs.us-east1,s3.us-east-1,ncbi.public",not applicable,not applicable,not applicable,SRX20486619,USA,North America,"USA: Seattle\, WA",Homo sapiens,Illumina MiSeq,not collected,m69n716-s505,PAIRED,PCR,METAGENOMIC,human vaginal metagenome,ILLUMINA,2023-11-14T00:00:00Z,2023-05-23T17:11:00Z,1,m69n716-s505,1856EBB-PG,SRP438987
SRR24707714,AMPLICON,591,146637328,PRJNA975142,SAMN35310247,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-vaginal",77044681,FRED HUTCH,missing,public,"sra,fastq,run.zq","gs,s3,ncbi","s3.us-east-1,gs.us-east1,ncbi.public",not applicable,not applicable,not applicable,SRX20486616,USA,North America,"USA: Seattle\, WA",Homo sapiens,Illumina MiSeq,not collected,m69n716-s502,PAIRED,PCR,METAGENOMIC,human vaginal metagenome,ILLUMINA,2023-11-14T00:00:00Z,2023-05-23T17:11:00Z,1,m69n716-s502,0987SAM-LPG,SRP438987
SRR24707718,AMPLICON,596,13782086,PRJNA975142,SAMN35310243,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-vaginal",8335815,FRED HUTCH,missing,public,"sra,fastq,run.zq","s3,ncbi,gs","s3.us-east-1,gs.us-east1,ncbi.public",not applicable,not applicable,not applicable,SRX20486612,USA,North America,"USA: Seattle\, WA",Homo sapiens,Illumina MiSeq,not collected,m69n715-s518,PAIRED,PCR,METAGENOMIC,human vaginal metagenome,ILLUMINA,2023-11-14T00:00:00Z,2023-05-23T17:11:00Z,1,m69n715-s518,7229DAV-LFT,SRP438987
SRR24707719,AMPLICON,595,8978551,PRJNA975142,SAMN35310242,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-vaginal",5437730,FRED HUTCH,missing,public,"fastq,sra,run.zq","ncbi,gs,s3","ncbi.public,gs.us-east1,s3.us-east-1",not applicable,not applicable,not applicable,SRX20486611,USA,North America,"USA: Seattle\, WA",Homo sapiens,Illumina MiSeq,not collected,m69n715-s517,PAIRED,PCR,METAGENOMIC,human vaginal metagenome,ILLUMINA,2023-11-14T00:00:00Z,2023-05-23T17:11:00Z,1,m69n715-s517,6462ROM-RFT,SRP438987
SRR24707720,AMPLICON,594,10328944,PRJNA975142,SAMN35310241,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-vaginal",6096008,FRED HUTCH,missing,public,"sra,fastq,run.zq","s3,gs,ncbi","s3.us-east-1,ncbi.public,gs.us-east1",not applicable,not applicable,not applicable,SRX20486610,USA,North America,"USA: Seattle\, WA",Homo sapiens,Illumina MiSeq,not collected,m69n715-s516,PAIRED,PCR,METAGENOMIC,human vaginal metagenome,ILLUMINA,2023-11-14T00:00:00Z,2023-05-23T17:11:00Z,1,m69n715-s516,6462ROM-LFT,SRP438987
SRR24707721,AMPLICON,589,128578260,PRJNA975142,SAMN35310240,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-vaginal",64507660,FRED HUTCH,missing,public,"sra,fastq,run.zq","s3,ncbi,gs","gs.us-east1,s3.us-east-1,ncbi.public",not applicable,not applicable,not applicable,SRX20486609,USA,North America,"USA: Seattle\, WA",Homo sapiens,Illumina MiSeq,not collected,m69n715-s515,PAIRED,PCR,METAGENOMIC,human vaginal metagenome,ILLUMINA,2023-11-14T00:00:00Z,2023-05-23T17:12:00Z,1,m69n715-s515,6299BAB-RFT,SRP438987
SRR24707722,AMPLICON,597,14553884,PRJNA975142,SAMN35310434,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-vaginal",8012750,FRED HUTCH,missing,public,"fastq,run.zq,sra","s3,ncbi,gs","s3.us-east-1,gs.us-east1,ncbi.public",not applicable,not applicable,not applicable,SRX20486608,USA,North America,"USA: Seattle\, WA",Homo sapiens,Illumina MiSeq,not collected,m80n701-s518,PAIRED,PCR,METAGENOMIC,human vaginal metagenome,ILLUMINA,2023-11-14T00:00:00Z,2023-05-23T17:11:00Z,1,m80n701-s518,1701CRA-Port1,SRP438987
SRR24707748,AMPLICON,586,11116126,PRJNA975142,SAMN35310324,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-vaginal",6421224,FRED HUTCH,missing,public,"sra,run.zq,fastq","s3,gs,ncbi","gs.us-east1,s3.us-east-1,ncbi.public",not applicable,not applicable,not applicable,SRX20486582,USA,North America,"USA: Seattle\, WA",Homo sapiens,Illumina MiSeq,not collected,m69n721-s521,PAIRED,PCR,METAGENOMIC,human vaginal metagenome,ILLUMINA,2023-11-14T00:00:00Z,2023-05-23T17:11:00Z,1,m69n721-s521,6462ROM-ROV,SRP438987
SRR24707753,AMPLICON,598,15718247,PRJNA975142,SAMN35310319,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-vaginal",10106501,FRED HUTCH,missing,public,"sra,run.zq,fastq","gs,ncbi,s3","s3.us-east-1,ncbi.public,gs.us-east1",not applicable,not applicable,not applicable,SRX20486577,USA,North America,"USA: Seattle\, WA",Homo sapiens,Illumina MiSeq,not collected,m69n721-s515,PAIRED,PCR,METAGENOMIC,human vaginal metagenome,ILLUMINA,2023-11-14T00:00:00Z,2023-05-23T17:11:00Z,1,m69n721-s515,3439BOR-LOV,SRP438987
SRR24707754,AMPLICON,599,100688,PRJNA975142,SAMN35310121,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-vaginal",129414,FRED HUTCH,missing,public,"run.zq,fastq,sra","s3,gs,ncbi","gs.us-east1,s3.us-east-1,ncbi.public",not applicable,not applicable,not applicable,SRX20486576,USA,North America,"USA: Seattle\, WA",Homo sapiens,Illumina MiSeq,not collected,m69n702-s520,PAIRED,PCR,METAGENOMIC,human vaginal metagenome,ILLUMINA,2023-11-14T00:00:00Z,2023-05-23T17:11:00Z,1,m69n702-s520,NTC_m69_3F2,SRP438987
SRR24707755,AMPLICON,591,18294727,PRJNA975142,SAMN35310318,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-vaginal",10133842,FRED HUTCH,missing,public,"run.zq,sra,fastq","s3,gs,ncbi","gs.us-east1,s3.us-east-1,ncbi.public",not applicable,not applicable,not applicable,SRX20486575,USA,North America,"USA: Seattle\, WA",Homo sapiens,Illumina MiSeq,not collected,m69n721-s513,PAIRED,PCR,METAGENOMIC,human vaginal metagenome,ILLUMINA,2023-11-14T00:00:00Z,2023-05-23T17:11:00Z,1,m69n721-s513,1758CAD-ROV,SRP438987
SRR24707756,AMPLICON,598,6378677,PRJNA975142,SAMN35310317,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-vaginal",4098803,FRED HUTCH,missing,public,"sra,run.zq,fastq","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.us-east1",not applicable,not applicable,not applicable,SRX20486574,USA,North America,"USA: Seattle\, WA",Homo sapiens,Illumina MiSeq,not collected,m69n721-s511,PAIRED,PCR,METAGENOMIC,human vaginal metagenome,ILLUMINA,2023-11-14T00:00:00Z,2023-05-23T17:11:00Z,1,m69n721-s511,1609HEU-PG,SRP438987
SRR24707757,AMPLICON,589,61305530,PRJNA975142,SAMN35310316,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-vaginal",30844502,FRED HUTCH,missing,public,"sra,fastq,run.zq","s3,ncbi,gs","s3.us-east-1,ncbi.public,gs.us-east1",not applicable,not applicable,not applicable,SRX20486573,USA,North America,"USA: Seattle\, WA",Homo sapiens,Illumina MiSeq,not collected,m69n721-s508,PAIRED,PCR,METAGENOMIC,human vaginal metagenome,ILLUMINA,2023-11-14T00:00:00Z,2023-05-23T17:12:00Z,1,m69n721-s508,0354SMI-PG,SRP438987
SRR24707758,AMPLICON,590,50166468,PRJNA975142,SAMN35310315,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-vaginal",25821054,FRED HUTCH,missing,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",not applicable,not applicable,not applicable,SRX20486572,USA,North America,"USA: Seattle\, WA",Homo sapiens,Illumina MiSeq,not collected,m69n721-s507,PAIRED,PCR,METAGENOMIC,human vaginal metagenome,ILLUMINA,2023-11-14T00:00:00Z,2023-05-23T17:11:00Z,1,m69n721-s507,9458HAM-PG,SRP438987
SRR24707759,AMPLICON,592,50853028,PRJNA975142,SAMN35310314,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-vaginal",28481828,FRED HUTCH,missing,public,"fastq,run.zq,sra","gs,s3,ncbi","gs.us-east1,ncbi.public,s3.us-east-1",not applicable,not applicable,not applicable,SRX20486571,USA,North America,"USA: Seattle\, WA",Homo sapiens,Illumina MiSeq,not collected,m69n721-s506,PAIRED,PCR,METAGENOMIC,human vaginal metagenome,ILLUMINA,2023-11-14T00:00:00Z,2023-05-23T17:11:00Z,1,m69n721-s506,7991SON-PG,SRP438987
SRR24707760,AMPLICON,595,37966848,PRJNA975142,SAMN35310313,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-vaginal",22193056,FRED HUTCH,missing,public,"run.zq,sra,fastq","s3,gs,ncbi","s3.us-east-1,gs.us-east1,ncbi.public",not applicable,not applicable,not applicable,SRX20486570,USA,North America,"USA: Seattle\, WA",Homo sapiens,Illumina MiSeq,not collected,m69n721-s505,PAIRED,PCR,METAGENOMIC,human vaginal metagenome,ILLUMINA,2023-11-14T00:00:00Z,2023-05-23T17:11:00Z,1,m69n721-s505,7474HAS-PG,SRP438987
SRR24707762,AMPLICON,593,21117409,PRJNA975142,SAMN35310311,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-vaginal",12162086,FRED HUTCH,missing,public,"run.zq,fastq,sra","gs,ncbi,s3","ncbi.public,gs.us-east1,s3.us-east-1",not applicable,not applicable,not applicable,SRX20486568,USA,North America,"USA: Seattle\, WA",Homo sapiens,Illumina MiSeq,not collected,m69n721-s502,PAIRED,PCR,METAGENOMIC,human vaginal metagenome,ILLUMINA,2023-11-14T00:00:00Z,2023-05-23T17:12:00Z,1,m69n721-s502,7229DAV-PG,SRP438987
SRR24707763,AMPLICON,591,13857327,PRJNA975142,SAMN35310310,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-vaginal",7934645,FRED HUTCH,missing,public,"sra,fastq,run.zq","gs,s3,ncbi","ncbi.public,gs.us-east1,s3.us-east-1",not applicable,not applicable,not applicable,SRX20486567,USA,North America,"USA: Seattle\, WA",Homo sapiens,Illumina MiSeq,not collected,m69n720-s522,PAIRED,PCR,METAGENOMIC,human vaginal metagenome,ILLUMINA,2023-11-14T00:00:00Z,2023-05-23T17:11:00Z,1,m69n720-s522,1758CAD-LOV,SRP438987
SRR24707764,AMPLICON,592,38975038,PRJNA975142,SAMN35310309,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-vaginal",21137209,FRED HUTCH,missing,public,"fastq,run.zq,sra","gs,ncbi,s3","s3.us-east-1,ncbi.public,gs.us-east1",not applicable,not applicable,not applicable,SRX20486566,USA,North America,"USA: Seattle\, WA",Homo sapiens,Illumina MiSeq,not collected,m69n720-s521,PAIRED,PCR,METAGENOMIC,human vaginal metagenome,ILLUMINA,2023-11-14T00:00:00Z,2023-05-23T17:11:00Z,1,m69n720-s521,1631MCD-ROV,SRP438987
SRR24707765,AMPLICON,599,137867,PRJNA975142,SAMN35310120,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-vaginal",154551,FRED HUTCH,missing,public,"fastq,sra,run.zq","s3,ncbi,gs","s3.us-east-1,gs.us-east1,ncbi.public",not applicable,not applicable,not applicable,SRX20486565,USA,North America,"USA: Seattle\, WA",Homo sapiens,Illumina MiSeq,not collected,m69n702-s518,PAIRED,PCR,METAGENOMIC,human vaginal metagenome,ILLUMINA,2023-11-14T00:00:00Z,2023-05-23T17:11:00Z,1,m69n702-s518,NTC_m69_3E2,SRP438987
SRR24707766,AMPLICON,593,9982454,PRJNA975142,SAMN35310308,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-vaginal",5881531,FRED HUTCH,missing,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",not applicable,not applicable,not applicable,SRX20486564,USA,North America,"USA: Seattle\, WA",Homo sapiens,Illumina MiSeq,not collected,m69n720-s520,PAIRED,PCR,METAGENOMIC,human vaginal metagenome,ILLUMINA,2023-11-14T00:00:00Z,2023-05-23T17:11:00Z,1,m69n720-s520,1631MCD-LOV,SRP438987
SRR24707767,AMPLICON,593,21090965,PRJNA975142,SAMN35310307,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-vaginal",12341303,FRED HUTCH,missing,public,"sra,run.zq,fastq","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.us-east1",not applicable,not applicable,not applicable,SRX20486563,USA,North America,"USA: Seattle\, WA",Homo sapiens,Illumina MiSeq,not collected,m69n720-s518,PAIRED,PCR,METAGENOMIC,human vaginal metagenome,ILLUMINA,2023-11-14T00:00:00Z,2023-05-23T17:11:00Z,1,m69n720-s518,1426WIL-ROV,SRP438987
SRR24707768,AMPLICON,591,21872177,PRJNA975142,SAMN35310306,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-vaginal",11694844,FRED HUTCH,missing,public,"run.zq,sra,fastq","s3,ncbi,gs","gs.us-east1,ncbi.public,s3.us-east-1",not applicable,not applicable,not applicable,SRX20486562,USA,North America,"USA: Seattle\, WA",Homo sapiens,Illumina MiSeq,not collected,m69n720-s517,PAIRED,PCR,METAGENOMIC,human vaginal metagenome,ILLUMINA,2023-11-14T00:00:00Z,2023-05-23T17:11:00Z,1,m69n720-s517,1426WIL-LOV,SRP438987
SRR24707769,AMPLICON,594,23596375,PRJNA975142,SAMN35310305,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-vaginal",13561112,FRED HUTCH,missing,public,"fastq,sra,run.zq","ncbi,s3,gs","s3.us-east-1,ncbi.public,gs.us-east1",not applicable,not applicable,not applicable,SRX20486561,USA,North America,"USA: Seattle\, WA",Homo sapiens,Illumina MiSeq,not collected,m69n720-s516,PAIRED,PCR,METAGENOMIC,human vaginal metagenome,ILLUMINA,2023-11-14T00:00:00Z,2023-05-23T17:11:00Z,1,m69n720-s516,0897MUR-LOV,SRP438987
SRR24707780,AMPLICON,598,4467460,PRJNA975142,SAMN35310230,"MIGS/MIMS/MIMARKS.human-vaginal,MIMARKS.survey",2832363,FRED HUTCH,missing,public,"run.zq,sra,fastq","ncbi,s3,gs","s3.us-east-1,ncbi.public,gs.us-east1",not applicable,not applicable,not applicable,SRX20486550,USA,North America,"USA: Seattle\, WA",Homo sapiens,Illumina MiSeq,not collected,m69n714-s516,PAIRED,PCR,METAGENOMIC,human vaginal metagenome,ILLUMINA,2023-11-14T00:00:00Z,2023-05-23T17:11:00Z,1,m69n714-s516,2995LIB-RFT,SRP438987
SRR24707781,AMPLICON,594,8645802,PRJNA975142,SAMN35310229,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-vaginal",5356532,FRED HUTCH,missing,public,"sra,fastq,run.zq","s3,gs,ncbi","ncbi.public,s3.us-east-1,gs.us-east1",not applicable,not applicable,not applicable,SRX20486549,USA,North America,"USA: Seattle\, WA",Homo sapiens,Illumina MiSeq,not collected,m69n714-s515,PAIRED,PCR,METAGENOMIC,human vaginal metagenome,ILLUMINA,2023-11-14T00:00:00Z,2023-05-23T17:11:00Z,1,m69n714-s515,2995LIB-LFT,SRP438987
SRR24707782,AMPLICON,599,2524040,PRJNA975142,SAMN35310112,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-vaginal",1664544,FRED HUTCH,missing,public,"fastq,run.zq,sra","s3,ncbi,gs","ncbi.public,gs.us-east1,s3.us-east-1",not applicable,not applicable,not applicable,SRX20486548,USA,North America,"USA: Seattle\, WA",Homo sapiens,Illumina MiSeq,not collected,m69n702-s503,PAIRED,PCR,METAGENOMIC,human vaginal metagenome,ILLUMINA,2023-11-14T00:00:00Z,2023-05-23T17:11:00Z,1,m69n702-s503,6780MUR-AIR,SRP438987
SRR24707783,AMPLICON,589,34304442,PRJNA975142,SAMN35310228,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-vaginal",18514972,FRED HUTCH,missing,public,"fastq,sra,run.zq","s3,ncbi,gs","ncbi.public,gs.us-east1,s3.us-east-1",not applicable,not applicable,not applicable,SRX20486547,USA,North America,"USA: Seattle\, WA",Homo sapiens,Illumina MiSeq,not collected,m69n714-s513,PAIRED,PCR,METAGENOMIC,human vaginal metagenome,ILLUMINA,2023-11-14T00:00:00Z,2023-05-23T17:11:00Z,1,m69n714-s513,1758CAD-RFT,SRP438987
SRR24707815,AMPLICON,592,8839438,PRJNA975142,SAMN35310189,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-vaginal",4821127,FRED HUTCH,missing,public,"run.zq,fastq,sra","s3,gs,ncbi","gs.us-east1,ncbi.public,s3.us-east-1",not applicable,not applicable,not applicable,SRX20486515,USA,North America,"USA: Seattle\, WA",Homo sapiens,Illumina MiSeq,not collected,m69n710-s518,PAIRED,PCR,METAGENOMIC,human vaginal metagenome,ILLUMINA,2023-11-14T00:00:00Z,2023-05-23T17:11:00Z,1,m69n710-s518,7274ROB-ROV,SRP438987
SRR24707816,AMPLICON,597,657112,PRJNA975142,SAMN35310108,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-vaginal",486308,FRED HUTCH,missing,public,"sra,fastq,run.zq","s3,ncbi,gs","ncbi.public,gs.us-east1,s3.us-east-1",not applicable,not applicable,not applicable,SRX20486514,USA,North America,"USA: Seattle\, WA",Homo sapiens,Illumina MiSeq,not collected,m69n701-s520,PAIRED,PCR,METAGENOMIC,human vaginal metagenome,ILLUMINA,2023-11-14T00:00:00Z,2023-05-23T17:11:00Z,1,m69n701-s520,NTC_m69_3F1,SRP438987
SRR24707818,AMPLICON,600,62686200,PRJNA975142,SAMN35310931,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-vaginal",47583433,FRED HUTCH,missing,public,"fastq,sra,run.zq","s3,ncbi,gs","gs.us-east1,ncbi.public,s3.us-east-1",not applicable,not applicable,not applicable,SRX20486512,USA,North America,"USA: Seattle\, WA",Homo sapiens,Illumina MiSeq,not collected,m91n701-s507,PAIRED,PCR,METAGENOMIC,human vaginal metagenome,ILLUMINA,2023-11-14T00:00:00Z,2023-05-23T17:12:00Z,1,m91n701-s507,3971BIC-CX,SRP438987
SRR24707820,AMPLICON,600,69844800,PRJNA975142,SAMN35310929,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-vaginal",50238904,FRED HUTCH,missing,public,"run.zq,sra,fastq","s3,ncbi,gs","gs.us-east1,ncbi.public,s3.us-east-1",not applicable,not applicable,not applicable,SRX20486510,USA,North America,"USA: Seattle\, WA",Homo sapiens,Illumina MiSeq,not collected,m91n701-s505,PAIRED,PCR,METAGENOMIC,human vaginal metagenome,ILLUMINA,2023-11-14T00:00:00Z,2023-05-23T17:12:00Z,1,m91n701-s505,3548PRO-CX,SRP438987
SRR24707821,AMPLICON,593,9193937,PRJNA975142,SAMN35310182,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-vaginal",5070537,FRED HUTCH,missing,public,"sra,fastq,run.zq","ncbi,gs,s3","gs.us-east1,s3.us-east-1,ncbi.public",not applicable,not applicable,not applicable,SRX20486509,USA,North America,"USA: Seattle\, WA",Homo sapiens,Illumina MiSeq,not collected,m69n707-s520,PAIRED,PCR,METAGENOMIC,human vaginal metagenome,ILLUMINA,2023-11-14T00:00:00Z,2023-05-23T17:11:00Z,1,m69n707-s520,4080CHE-ROV,SRP438987
SRR24707822,AMPLICON,600,71567400,PRJNA975142,SAMN35310928,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-vaginal",54231538,FRED HUTCH,missing,public,"run.zq,sra,fastq","gs,s3,ncbi","s3.us-east-1,ncbi.public,gs.us-east1",not applicable,not applicable,not applicable,SRX20486508,USA,North America,"USA: Seattle\, WA",Homo sapiens,Illumina MiSeq,not collected,m91n701-s503,PAIRED,PCR,METAGENOMIC,human vaginal metagenome,ILLUMINA,2023-11-14T00:00:00Z,2023-05-23T17:11:00Z,1,m91n701-s503,0987SAM-CX,SRP438987
SRR24707823,AMPLICON,594,184195,PRJNA975142,SAMN35310927,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-vaginal",182704,FRED HUTCH,missing,public,"sra,run.zq,fastq","s3,ncbi,gs","s3.us-east-1,gs.us-east1,ncbi.public",not applicable,not applicable,not applicable,SRX20486507,USA,North America,"USA: Seattle\, WA",Homo sapiens,Illumina MiSeq,not collected,m81n729-s511,PAIRED,PCR,METAGENOMIC,human vaginal metagenome,ILLUMINA,2023-11-14T00:00:00Z,2023-05-23T17:11:00Z,1,m81n729-s511,NTC_m121_2H12,SRP438987
SRR24707824,AMPLICON,598,371344,PRJNA975142,SAMN35310926,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-vaginal",300847,FRED HUTCH,missing,public,"fastq,sra,run.zq","ncbi,gs,s3","gs.us-east1,ncbi.public,s3.us-east-1",not applicable,not applicable,not applicable,SRX20486506,USA,North America,"USA: Seattle\, WA",Homo sapiens,Illumina MiSeq,not collected,m81n729-s510,PAIRED,PCR,METAGENOMIC,human vaginal metagenome,ILLUMINA,2023-11-14T00:00:00Z,2023-05-23T17:11:00Z,1,m81n729-s510,NTC_m121_2G12,SRP438987
SRR24707838,AMPLICON,590,27096417,PRJNA975142,SAMN35310913,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-vaginal",13086389,FRED HUTCH,missing,public,"run.zq,fastq,sra","s3,ncbi,gs","gs.us-east1,ncbi.public,s3.us-east-1",not applicable,not applicable,not applicable,SRX20486492,USA,North America,"USA: Seattle\, WA",Homo sapiens,Illumina MiSeq,not collected,m81n727-s506,PAIRED,PCR,METAGENOMIC,human vaginal metagenome,ILLUMINA,2023-11-14T00:00:00Z,2023-05-23T17:12:00Z,1,m81n727-s506,2077YER-RTO,SRP438987
SRR24707839,AMPLICON,591,79716029,PRJNA975142,SAMN35310912,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-vaginal",40000740,FRED HUTCH,missing,public,"run.zq,sra,fastq","s3,gs,ncbi","s3.us-east-1,ncbi.public,gs.us-east1",not applicable,not applicable,not applicable,SRX20486491,USA,North America,"USA: Seattle\, WA",Homo sapiens,Illumina MiSeq,not collected,m81n727-s505,PAIRED,PCR,METAGENOMIC,human vaginal metagenome,ILLUMINA,2023-11-14T00:00:00Z,2023-05-23T17:11:00Z,1,m81n727-s505,2077YER-LTO,SRP438987
